,4scRNA control,CRISPRa-PP_1075,CRISPRa-PP_1830,CRISPRa-PP_2168,CRISPRa-PP_2329,CRISPRa-PP_4169,CRISPRa-PP_4965,CRISPRa-PP_5079,CRISPRi-PP_0059,CRISPRi-PP_0289,CRISPRi-PP_0417,CRISPRi-PP_0420,CRISPRi-PP_0966,CRISPRi-PP_1025,CRISPRi-PP_1032,CRISPRi-PP_1037,CRISPRi-PP_1237,CRISPRi-PP_1525,CRISPRi-PP_1530,CRISPRi-PP_1665,CRISPRi-PP_1914,CRISPRi-PP_1917,CRISPRi-PP_1988,CRISPRi-PP_1989,CRISPRi-PP_1992,CRISPRi-PP_2000,CRISPRi-PP_2082,CRISPRi-PP_2554,CRISPRi-PP_2639,CRISPRi-PP_3569,CRISPRi-PP_4016,CRISPRi-PP_4297,CRISPRi-PP_4678,CRISPRi-PP_4725,CRISPRi-PP_4822,CRISPRi-PP_4823,CRISPRi-PP_5015,CRISPRi-PP_5128,CRISPRi-PP_5155,CRISPRi-PP_5336-5335,pACA production 3 scRNA positive control
ACOATA,0.0828793153797137,0.08287931537971366,0.0828793153797137,0.08287931537971366,0.08287931537971366,0.08287931537971366,0.0828793153797137,0.08287931537971366,0.08287931537971366,0.0828793153797137,0.0828793153797137,0.08287931537971366,0.08287931537971366,0.08287931537971366,0.0828793153797136,0.0828793153797137,0.0828793153797137,0.08287931537971366,0.08287931537971366,0.0828793153797137,0.08287931537971366,0.08287931537971366,0.0828793153797137,0.08287931537971366,0.08287931537971366,0.08287931537971366,0.0828793153797137,0.08287931537971366,0.08287931537971366,0.08287931537971363,0.08287931537971366,0.08287931537971366,0.08287931537971366,0.0828793153797136,0.08287931537971366,0.0828793153797137,0.08287931537971366,0.0828793153797137,0.0828793153797137,0.08287931537971366,0.0828793153797137
ACODA,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774,0.11324976437411774
ACONTa,2.65622129288094,2.6479401635557567,2.6720557178992106,2.6428291540503714,2.6533746546754076,2.6484253859771574,2.6593914127007325,2.6548303219396026,2.7351669808423402,2.72591540667433,2.6826982630085197,2.647762248667914,2.627188818000647,2.6855287271333483,2.620800056118921,2.599789925272411,2.6702765690207535,2.6831996595106418,2.6760992380775357,2.5992561806088723,2.6590679310864704,2.6222395493024138,2.5894385136159324,2.6235658239209014,2.7017028078466017,2.633270272348839,2.6716190177199532,2.6510941092948404,2.6334320131559714,2.5971212019547245,2.62511853566936,2.6610088207720652,2.6457404885787517,2.691642529642954,2.6229835570152105,2.595843449578378,2.6765521123375047,2.6184548144155335,2.5965551091297607,2.6239701759387177,2.679964843367991
ACONTb,2.65622129288094,2.6479401635557567,2.6720557178992106,2.6428291540503714,2.6533746546754076,2.6484253859771574,2.6593914127007325,2.6548303219396026,2.7351669808423402,2.72591540667433,2.6826982630085197,2.647762248667914,2.627188818000647,2.6855287271333483,2.620800056118921,2.599789925272411,2.6702765690207535,2.6831996595106418,2.6760992380775357,2.5992561806088723,2.6590679310864704,2.6222395493024138,2.5894385136159324,2.6235658239209014,2.7017028078466017,2.633270272348839,2.6716190177199532,2.6510941092948404,2.6334320131559714,2.5971212019547245,2.62511853566936,2.6610088207720652,2.6457404885787517,2.691642529642954,2.6229835570152105,2.595843449578378,2.6765521123375047,2.6184548144155335,2.5965551091297607,2.6239701759387177,2.679964843367991
ACOTA,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774,-0.11324976437411774
ACPPAT161,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966
ACPPAT181,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144
ACS,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755646,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645,0.1716562927755645
AMAOTr,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05
AMPMS2,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05
ANPRT,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286
ANS2,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286,0.022649544206895286
AOBUTDs,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05
AOXSr2,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05
APG3PAT161,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966
APG3PAT181,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144,0.0088511635148144
APPLDHr,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05
APRAUR,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092
APSR,0.05326461014693005,0.05326461014693004,0.05326461014693005,0.05326461014693004,0.05326461014693004,0.05326461014693004,0.05326461014693005,0.05326461014693004,0.05326461014693004,0.05326461014693005,0.05326461014693005,0.05326461014693004,0.05326461014693004,0.05326461014693004,0.05326461014693004,0.05326461014693005,0.05326461014693005,0.05326461014693004,0.05326461014693004,0.05326461014693005,0.05326461014693004,0.05326461014693004,0.05326461014693005,0.05326461014693004,0.05326461014693004,0.05326461014693004,0.05326461014693005,0.05326461014693004,0.05326461014693004,0.05326461014693015,0.05326461014693004,0.05326461014693004,0.05326461014693004,0.05326461014693004,0.05326461014693004,0.05326461014693005,0.05326461014693004,0.05326461014693004,0.05326461014693005,0.05326461014693004,0.05326461014693005
ARGSL,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265
ARGSS,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265
AROH,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334,0.05577507405656334
